0.106774,0.275093,0.10391,0.406159,0.360256,0.352971,0.0507882,-0.00685549,-0.106774,0.069752,0.0767897,-0.214305,-0.275093,-0.406159,-0.352971,-0.0507882,0.00685549,0.0398078,-0.000225344,-0.0131274,-0.0459029,0.00958261,-0.0196245,-0.00703771,-0.00958261,0.0196245,-0.0689146,-0.0263616,-0.0359442,-0.000250507,0.0689146,-0.107582,0.107582,-0.0485516,0.0485516,0.000475851
-0.176063,-0.228385,0.0282047,0.0151973,0.109914,0.0207275,0.241957,0.188231,0.176063,0.0497581,0.0759488,0.0645757,0.228385,-0.0151973,-0.0207275,-0.241957,-0.188231,0.446724,-0.0179564,-0.224148,0.0947167,0.255363,0.117136,-0.0261907,-0.255363,-0.117136,-0.0355451,-0.104883,-0.360245,-0.0180203,0.0355451,-0.164468,0.164468,-0.0350363,0.0350363,0.0359768
0.0398448,-0.00903414,0.151678,0.270963,0.153836,-0.395684,0.00212669,-0.065063,-0.0398448,-0.199234,-0.24877,0.0102622,0.00903414,-0.270963,0.395684,-0.00212669,0.065063,0.0602832,0.200794,0.0431601,-0.117127,0.023442,-0.0108272,0.0495358,-0.023442,0.0108272,0.186188,-0.0277895,-0.0512315,0.200918,-0.186188,-0.13263,0.13263,-0.0586626,0.0586626,-0.401711
-0.5249,-0.127374,0.0509274,0.118733,0.120894,0.0576171,0.0596916,-0.0242049,0.5249,0.0172432,0.0217145,-0.0249172,0.127374,-0.118733,-0.0576171,-0.0596916,0.0242049,-0.351633,0.0285288,0.00619519,0.00216119,-0.0944074,0.154518,-0.00447129,0.0944074,-0.154518,-0.0154567,0.218091,0.312498,0.0286995,0.0154567,-0.0566814,0.0566814,-0.0650378,0.0650378,-0.0572283
-0.0919073,0.155577,-0.404997,-0.0843647,-0.242117,0.127506,0.24433,-0.0808132,0.0919073,0.00698125,-0.431443,-0.23008,-0.155577,0.0843647,-0.127506,-0.24433,0.0808132,0.10572,0.0812792,0.00383655,-0.157752,-0.0176819,0.0448481,0.438425,0.0176819,-0.0448481,0.109555,-0.0274437,-0.00976182,-0.00771433,-0.109555,-0.0706905,0.0706905,0.0832251,-0.0832251,-0.0735649
0.0795619,-0.0863188,-0.0662389,-0.143362,-0.106998,0.209505,0.0528422,0.0359504,-0.0795619,0.154476,0.227893,0.0666671,0.0863188,0.143362,-0.209505,-0.0528422,-0.0359504,-0.0509663,0.334004,-0.0768328,0.0363643,-0.0538506,-0.0820328,-0.0734174,0.0538506,0.0820328,-0.121696,-0.0171808,0.0366698,0.334048,0.121696,-0.0451818,0.0451818,-0.0047133,0.0047133,-0.668052
-0.0287071,-0.235975,0.196836,0.0920235,0.105109,0.121809,-0.0952884,0.075325,0.0287071,-0.160644,-0.441238,0.0387217,0.235975,-0.0920235,-0.121809,0.0952884,-0.075325,0.0873003,0.0317729,0.193493,0.0130856,-0.0158955,-0.085672,0.280594,0.0158955,0.085672,-0.321174,-0.0828745,-0.0669791,0.0321202,0.321174,0.285955,-0.285955,0.0793757,-0.0793757,-0.0638931
0.0882192,0.0217402,0.0493696,0.0138447,0.0106488,-0.0435543,0.0987338,0.121388,-0.0882192,-0.0161334,0.0276487,0.0636823,-0.0217402,-0.0138447,0.0435543,-0.0987338,-0.121388,0.057667,0.000905401,0.0168229,-0.00319591,-0.42545,0.426773,-0.0437822,0.42545,-0.426773,-0.0362614,-0.429569,-0.00411925,0.00100779,0.0362614,0.0365017,-0.0365017,0.0228747,-0.0228747,-0.00191319
0.186789,-0.236533,-0.0358127,0.0503051,-0.0596469,-0.0156559,0.158683,-0.0649277,-0.186789,-0.0197532,-0.118938,0.190389,0.236533,-0.0503051,0.0156559,-0.158683,0.0649277,-0.184569,-0.101262,-0.143872,-0.109952,-0.175086,-0.202007,0.0991846,0.175086,0.202007,-0.194487,-0.0309266,0.144159,-0.10111,0.194487,-0.379644,0.379644,-0.12582,0.12582,0.202372
0.0287071,0.235975,-0.196836,-0.0920235,-0.105109,-0.121809,0.0952884,-0.075325,-0.0287071,0.160644,0.441238,-0.0387217,-0.235975,0.0920235,0.121809,-0.0952884,0.075325,-0.0873003,-0.0317729,-0.193493,-0.0130856,0.0158955,0.085672,-0.280594,-0.0158955,-0.085672,0.321174,0.0828745,0.0669791,-0.0321202,-0.321174,-0.285955,0.285955,-0.0793757,0.0793757,0.0638931
-0.117719,-0.0773913,-0.344872,-0.00556857,0.0871817,0.00874923,-0.105952,0.011344,0.117719,-0.390108,-0.00356781,-0.385961,0.0773913,0.00556857,-0.00874923,0.105952,-0.011344,0.258105,0.22394,-0.0634196,0.0927503,-0.187885,-0.201387,-0.38654,0.187885,0.201387,-0.0128961,-0.144246,0.0436388,-0.226123,0.0128961,-0.0174285,0.0174285,-0.0467591,0.0467591,0.00218339
-0.0252477,-0.0293005,-0.23565,-0.0041219,-0.024565,0.0422655,-0.21115,0.317763,0.0252477,0.0637687,-0.0469485,-0.0856213,0.0293005,0.0041219,-0.0422655,0.21115,-0.317763,0.056251,-0.39529,0.246628,-0.0204431,-0.0485834,-0.0470956,0.110717,0.0485834,0.0470956,0.107124,-0.0425785,0.00600493,0.395281,-0.107124,-0.0858212,0.0858212,-0.312006,0.312006,8.81226e-06
0.00973546,0.108912,-0.138699,0.0958517,-0.270362,-0.0800682,0.256137,0.171721,-0.00973546,-0.23874,0.0936388,0.0661611,-0.108912,-0.0958517,0.0800682,-0.256137,-0.171721,-0.0598807,0.000997948,0.428497,-0.366214,0.126106,0.0231864,-0.332379,-0.126106,-0.0231864,-0.224833,0.142151,0.0160454,-0.000996193,0.224833,0.0541515,-0.0541515,-0.00813172,0.00813172,-1.75553e-06
-0.0727803,-0.022043,0.067569,0.03528,-0.194922,0.0515285,-0.187826,-0.322499,0.0727803,0.129509,0.115569,0.167429,0.022043,-0.03528,-0.0515285,0.187826,0.322499,0.615782,-0.000543268,0.224424,-0.230202,-0.0560776,0.102283,0.0139404,0.0560776,-0.102283,-0.0894484,0.115884,0.171961,-0.000533112,0.0894484,-0.0928262,0.0928262,-0.0870485,0.0870485,0.00107638
-0.037596,-0.0199479,-0.00414269,0.00820185,0.0313138,-0.0139566,0.146246,-0.233146,0.037596,-0.184478,0.0187262,-0.12166,0.0199479,-0.00820185,0.0139566,-0.146246,0.233146,0.080398,-0.537731,-0.186075,0.023112,-0.0545964,-0.0641062,-0.203204,0.0545964,0.0641062,-0.0488609,-0.0399061,0.0146903,0.537706,0.0488609,0.0648614,-0.0648614,0.227824,-0.227824,2.52558e-05
-0.0512628,-0.0130206,0.0033224,0.121352,-0.224163,0.0189116,-0.2999,0.245034,0.0512628,0.00772952,0.0095994,-0.00403088,0.0130206,-0.121352,-0.0189116,0.2999,-0.245034,-0.0183163,-0.000579463,-0.263913,-0.345515,-0.000800401,0.0176495,-0.00186988,0.000800401,-0.0176495,-0.00715116,0.0165618,0.0173622,-0.000815856,0.00715116,-0.190951,0.190951,0.418478,-0.418478,0.00139532
0.0512628,0.0130206,-0.0033224,-0.121352,0.224163,-0.0189116,0.2999,-0.245034,-0.0512628,-0.00772952,-0.0095994,0.00403088,-0.0130206,0.121352,0.0189116,-0.2999,0.245034,0.0183163,0.000579463,0.263913,0.345515,0.000800401,-0.0176495,0.00186988,-0.000800401,0.0176495,0.00715116,-0.0165618,-0.0173622,0.000815856,-0.00715116,0.190951,-0.190951,-0.418478,0.418478,-0.00139532
0.00800579,-0.268925,0.00979388,0.173062,-0.0314101,0.0366966,0.177689,0.0243037,-0.00800579,0.306874,0.253931,-0.0496604,0.268925,-0.173062,-0.0366966,-0.177689,-0.0243037,0.0606911,0.0136624,0.250567,-0.204472,-0.127269,-0.219578,0.0529434,0.127269,0.219578,0.319838,-0.107014,0.0202549,-0.0755109,-0.319838,0.179501,-0.179501,0.133406,-0.133406,0.0618485
0.0733889,-0.0630445,-0.733681,0.189814,0.291146,-0.0986939,-0.0666476,-0.0568398,-0.0733889,0.141429,0.0750915,0.331752,0.0630445,-0.189814,0.0986939,0.0666476,0.0568398,-0.0125662,0.00602508,-0.0708568,0.101331,0.0513829,0.100425,0.0663379,-0.0513829,-0.100425,-0.0916288,0.0948937,0.0435107,0.00601603,0.0916288,0.117102,-0.117102,0.0866278,-0.0866278,-0.0120411
0.0331372,0.155873,0.123493,-0.042266,0.131343,-0.0935206,0.157396,0.272837,-0.0331372,0.0328235,-0.0515714,0.124878,-0.155873,0.042266,0.0935206,-0.157396,-0.272837,0.386769,0.000440047,-0.166816,0.173609,-0.130005,-0.121,0.0843949,0.130005,0.121,0.00146584,0.368614,0.49862,0.000431821,-0.00146584,0.0657871,-0.0657871,0.0589945,-0.0589945,-0.000871867
